page_a,page_b,similarity_score,shared_phrases,recommendation
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-automation-platform/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/customer-service-automation-ai/,0.95,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-support-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-customer-support-automation/,0.95,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-powered-workflow-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-for-data-entry-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-data-entry-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-tools-for-hr-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-document-automation-software/,0.95,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/document-automation-ai/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-customer-service-automation-tools/,0.95,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ecommerce-ai-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-automation-for-healthcare/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/generative-ai-customer-service-automation/,0.93,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-for-email-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-automation-for-real-estate/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-email-automation-for-customer-support/,0.93,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-legal-workflow-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-tools-for-data-entry-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-automation-ticketing-system/,0.95,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-revenue-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-email-automation-tools/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-automation-in-manufacturing/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-automation-for-logistics-companies/,0.95,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-sales-pipeline-automation/,0.95,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-powered-ap-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-business-process-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-helpdesk-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-crm-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-agents-for-automation/,/ai-automation/ai-automation-services/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-in-business-process-automation/,1.00,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/bookkeeping-automation-ai/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-agents/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-lead-automation/,1.00,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-driven-workflow-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-agent/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/accounts-payable-automation-ai/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-workflow-automation-services/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/accounting-automation-ai/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-document-processing-automation/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-platform/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/customer-service-automation-ai/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-support-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-customer-support-automation/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-powered-workflow-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-for-data-entry-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-data-entry-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-tools-for-hr-automation/,1.00,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-document-automation-software/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/document-automation-ai/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-customer-service-automation-tools/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ecommerce-ai-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-for-healthcare/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/generative-ai-customer-service-automation/,0.95,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-for-email-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-for-real-estate/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-email-automation-for-customer-support/,0.95,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-legal-workflow-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-tools-for-data-entry-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-ticketing-system/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-revenue-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-email-automation-tools/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-in-manufacturing/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-for-logistics-companies/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-sales-pipeline-automation/,0.96,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-powered-ap-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-business-process-automation/,1.00,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-helpdesk-automation/,0.98,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-crm-automation/,1.00,token overlap,review or consolidate
/ai-automation/business-process-automation-ai/,/ai-automation/ai-automation-services/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/bookkeeping-automation-ai/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-automation-agents/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-lead-automation/,1.00,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-driven-workflow-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-automation-agent/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/accounts-payable-automation-ai/,0.96,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-workflow-automation-services/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/accounting-automation-ai/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-document-processing-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-automation-platform/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/customer-service-automation-ai/,0.96,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-support-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-customer-support-automation/,0.96,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-powered-workflow-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-for-data-entry-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-data-entry-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-tools-for-hr-automation/,1.00,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-document-automation-software/,0.96,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/document-automation-ai/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-customer-service-automation-tools/,0.96,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ecommerce-ai-automation/,0.98,token overlap,review or consolidate
/ai-automation/ai-in-business-process-automation/,/ai-automation/ai-automation-for-healthcare/,0.98,token overlap,review or consolidate
